averageRating,numVotes
6.0,159145
6.2,76676
7.6,164809
7.0,130196
7.0,40379
6.6,24664
3.7,18601
6.7,28575
6.2,28391
5.3,18027
7.4,10868
7.7,193335
6.7,10641
6.4,40281
6.2,38100
6.2,144775
7.3,215290
6.6,14333
7.1,11066
7.2,104149
7.1,25684
7.2,24718
6.1,17059
8.4,11777
7.6,57996
7.9,136598
6.7,32657
7.4,193360
7.0,72564
5.8,160729
7.7,20960
7.0,19599
7.4,119489
7.0,23078
7.2,15470
7.9,61041
3.9,48369
6.9,18452
6.6,17737
6.4,50928
6.7,12445
6.5,54291
7.1,87325
7.4,12398
6.1,101070
6.4,28700
5.0,31563
6.0,20066
8.5,11961
9.2,21317
7.6,406773
6.6,109073
7.5,23445
5.7,22833
5.7,15807
8.6,64242
5.3,19554
6.7,355221
7.1,16112
7.7,216649
4.9,17280
7.5,62894
7.4,63740
6.8,63288
6.9,37053
7.3,516964
4.5,38687
6.0,99942
7.1,343753
8.6,664967
5.5,60687
6.7,75054
2.0,35183
8.0,624243
7.0,329117
8.1,22155
6.9,315100
7.4,17833
4.2,18374
5.7,31029
5.6,12696
7.0,31458
6.6,34860
7.7,25078
7.8,93152
6.2,179053
6.0,88511
6.6,20232
8.6,25414
7.4,11842
6.0,18978
8.2,24911
8.0,398142
6.4,397428
6.9,206526
8.1,13614
7.6,12363
4.1,20611
8.4,41153
6.6,13111
6.3,14458
7.2,256000
7.0,244149
6.7,15812
6.6,12015
6.9,17347
5.9,238766
6.1,118492
7.6,11757
5.3,41894
6.6,78202
7.9,19090
5.9,21294
6.3,11353
7.1,11502
6.3,11766
7.1,32063
5.8,18421
6.7,40281
6.2,125582
7.0,51178
6.3,10015
5.5,13216
5.5,17494
7.9,13527
6.1,10140
6.7,27289
5.5,125149
7.7,379738
7.3,119824
8.0,982357
4.6,12320
4.8,29095
6.7,20684
7.4,13870
7.9,398688
6.7,152003
7.5,49739
5.3,57913
5.5,52334
5.9,80785
3.3,105661
7.7,183895
6.3,58841
6.7,97757
5.1,17983
7.7,315181
6.8,77066
6.7,44492
6.3,186820
7.4,69148
6.8,90387
3.4,35877
5.7,106270
2.6,31645
7.3,10474
7.3,64220
4.1,26281
5.3,34827
4.4,65148
5.0,13230
7.6,15115
7.6,22988
7.7,508408
6.4,145029
5.0,20389
5.0,45374
7.2,43277
5.4,22099
5.8,12959
5.7,27305
6.2,40925
7.2,30524
7.8,490033
6.7,43599
7.1,253147
7.2,465497
6.8,14821
7.4,203084
4.8,58544
7.5,11677
5.3,10914
6.9,69515
4.8,24307
6.2,95673
7.7,386707
7.1,204883
6.1,134328
5.6,25712
6.6,20679
6.0,18879
6.1,155665
7.4,14434
5.7,13727
6.1,38523
5.9,36261
6.7,106409
6.1,33497
6.9,22358
6.5,89615
7.1,377721
8.3,853197
6.0,11448
5.0,39718
6.8,64640
6.0,25736
6.6,14190
7.6,27364
6.5,31820
5.9,19724
7.8,34331
5.8,14295
6.3,99590
6.6,163362
6.3,22869
4.2,51578
5.7,49656
7.1,13888
6.1,234963
8.0,113992
7.5,317211
4.7,18766
2.1,24546
6.2,17877
6.7,18407
6.8,188520
5.5,13485
6.4,10881
5.4,12371
7.0,11686
6.6,103890
7.6,65279
7.3,128430
7.7,22951
7.0,95774
7.3,18225
7.3,21528
6.0,121085
7.8,24239
6.8,311734
6.7,95766
7.1,477783
7.6,69036
6.0,31311
6.2,19507
7.6,10617
7.0,16452
7.0,73970
7.6,16705
6.0,79830
7.3,20174
8.5,16940
8.5,19480
8.2,11265
5.6,157351
6.7,10268
6.7,30053
6.5,13716
7.9,48350
8.2,295364
7.5,34595
8.0,59403
7.4,14350
7.0,30164
7.3,40858
6.9,16087
6.0,264388
6.8,85579
6.6,14877
5.8,102660
8.1,38810
8.6,88698
5.4,12848
5.9,89262
5.1,14985
6.3,154736
6.5,53516
7.5,44677
6.5,340404
6.0,34476
7.7,131264
7.0,27902
7.4,11867
6.9,345371
8.1,21071
6.3,67713
8.0,169604
6.6,10545
7.3,10309
6.9,14164
8.7,49390
6.4,12160
8.1,111284
7.3,66358
5.9,112701
7.1,50221
6.6,186498
5.9,77107
5.8,62505
5.0,74886
6.3,58181
6.6,61040
6.5,429716
6.6,10751
5.9,12485
4.7,84180
7.2,316243
4.2,28978
6.3,126191
6.1,41566
7.8,221985
4.5,13422
8.7,16705
7.6,20513
5.9,159879
6.7,12943
7.3,281884
6.5,28596
6.1,34984
6.3,57567
7.0,288463
4.9,15651
7.2,375725
5.5,19829
7.2,30945
7.6,51296
7.8,20985
8.2,11778
6.1,19334
4.6,26402
7.5,123766
5.0,20273
7.0,10619
5.9,25975
8.3,1176849
5.3,16875
7.7,339363
5.2,11848
6.7,11735
5.0,109263
2.2,50281
7.5,47750
7.3,378977
7.0,46342
7.3,170498
7.5,77218
5.6,86677
8.2,314653
7.5,45564
4.9,20838
5.5,16870
7.7,33072
6.7,14184
7.3,225146
7.2,82277
6.9,349355
6.9,13506
6.6,174177
6.2,76951
6.2,30035
6.7,38702
7.6,64836
8.4,478295
6.7,219176
5.9,42763
7.4,14720
7.4,25021
7.8,112013
6.3,16223
7.0,24818
5.6,91190
5.1,11844
7.2,52487
6.7,43003
6.4,11279
6.4,85947
6.9,122432
7.9,485731
6.8,98472
6.1,13768
6.8,20694
6.5,107797
5.5,36280
3.8,25389
7.1,14024
4.6,27265
6.2,16075
6.4,162141
7.1,175624
7.1,105315
6.9,23960
6.8,21942
6.4,30949
4.5,20823
7.3,72288
3.5,21244
8.2,77497
7.4,10370
8.0,12667
8.8,263237
6.3,43167
8.8,13905
8.5,10730
6.6,402244
5.2,14171
4.7,46849
6.1,404869
6.2,99764
6.6,99201
6.3,11124
3.7,76359
6.5,233345
7.5,23079
7.6,68314
4.7,27806
7.8,12987
6.4,65379
6.9,54853
6.8,291656
7.2,68850
5.8,69978
5.3,14689
7.3,16010
7.0,231198
2.4,40898
7.5,342887
5.7,60621
6.1,128165
7.0,554577
7.1,24312
8.0,74304
5.5,53816
4.4,77603
7.9,15749
5.6,177812
7.6,63701
6.4,75389
6.8,71580
6.0,10302
5.7,81339
6.8,180727
7.5,11606
7.9,895168
7.7,416391
5.9,38760
6.2,46319
7.2,154087
8.2,1237058
7.9,54172
3.5,23220
5.8,107653
7.7,120323
6.7,19550
6.5,16562
7.5,206663
8.3,25241
7.8,14488
6.1,105210
7.5,472886
6.4,94472
7.7,23508
5.7,49254
7.1,15372
6.9,11834
8.1,58578
8.3,92364
4.8,66612
8.0,72916
4.7,22171
6.9,31160
9.4,13783
8.1,68260
6.9,189535
7.5,172861
6.8,49382
6.2,49065
5.5,46005
5.9,39735
6.3,31459
8.2,31895
7.8,407112
7.3,158461
6.3,33957
5.2,15196
5.2,11987
8.2,12778
6.2,96221
6.1,13785
7.2,194708
8.0,39598
6.7,465123
6.1,50369
7.0,10288
7.2,29744
7.0,312155
6.7,41759
5.4,88303
8.0,13656
5.6,65663
5.7,34779
7.7,20616
5.1,73598
7.6,10998
5.9,50550
7.0,12477
5.8,71351
8.0,643629
7.7,10474
7.3,23747
7.5,12461
6.4,30188
7.1,56893
8.1,19870
6.5,11031
8.0,32174
7.1,14296
8.1,20840
7.3,119916
7.8,275176
6.0,30308
7.0,33682
5.8,10335
5.7,10462
8.6,28395
7.8,12065
6.7,58168
6.7,149464
6.8,29848
5.5,27368
8.0,552937
7.0,12007
8.0,217034
5.6,122991
8.3,24316
7.7,276268
6.2,18166
5.6,27097
6.5,14817
6.0,79263
6.7,18918
7.5,15607
6.6,382184
5.6,58140
8.0,602299
5.1,50319
5.0,29047
7.6,75696
4.3,17818
8.3,49200
5.7,77976
2.9,33359
9.4,32482
7.3,628035
7.6,22851
8.0,52105
5.8,25344
7.4,13756
6.5,206925
5.6,34589
6.5,75674
8.7,146018
6.4,118515
6.0,101460
6.8,14007
7.5,136194
7.5,104277
6.4,52540
5.1,66247
7.6,31857
7.2,53905
6.8,27529
7.2,40929
6.1,173183
6.6,93520
7.0,13652
7.0,23599
7.9,72343
8.1,36389
6.7,97834
5.9,88600
7.0,18312
7.5,10501
6.6,284478
8.8,333348
6.7,15334
8.2,11486
7.4,127805
8.4,154116
7.5,16761
6.2,38672
7.6,361831
4.8,36634
8.2,14355
8.6,48389
6.6,136397
5.6,69408
7.3,68594
6.4,57659
7.3,18728
6.6,21601
5.3,40236
7.8,27934
6.3,184219
5.5,15632
8.7,59017
7.9,14828
7.2,15379
7.7,307895
7.4,26523
4.9,11141
7.7,69822
7.3,41165
6.6,158772
6.1,132890
6.4,291235
5.3,14411
7.2,55884
7.4,33188
6.9,92344
7.2,97647
7.1,15790
5.9,134701
6.6,65587
6.2,15041
7.3,97521
7.3,116883
8.0,13978
4.4,17578
6.1,11875
7.1,10918
8.1,320808
6.3,39311
7.0,12131
6.0,22823
6.8,89411
5.6,83121
6.9,42217
7.3,38031
7.5,225001
7.4,17414
6.9,320734
6.8,82564
4.3,10810
6.0,23631
6.5,63975
5.5,16803
5.3,110588
5.4,51803
6.5,102106
8.4,15046
7.3,110820
7.3,58057
7.4,143992
7.4,133734
7.1,12607
6.8,180110
6.6,69021
6.4,17551
6.4,154719
7.7,381090
5.5,50591
6.3,71654
7.1,135740
7.5,13983
4.8,42219
7.4,16318
7.4,215174
6.8,292384
7.6,283537
5.6,24196
6.5,13129
5.3,12933
8.5,16988
3.1,12877
4.8,43243
6.3,22678
6.1,81730
7.9,30581
7.0,17223
8.0,100011
5.8,10261
7.0,84386
7.3,68804
6.6,246813
8.0,724407
6.7,183563
7.0,56385
5.4,120802
5.8,17050
5.9,10802
6.7,80033
8.4,40941
6.4,13603
6.5,50337
5.1,33833
6.5,49668
5.8,21049
6.4,51159
6.5,51972
6.4,71047
8.6,11146
7.4,55538
6.7,113784
7.5,102206
6.3,19201
7.4,95046
6.5,10113
5.7,22633
8.4,335605
8.1,603180
7.1,102863
6.2,74493
5.4,35675
7.1,375081
5.3,22893
8.2,104127
7.3,14845
6.2,22970
6.1,12895
6.2,87197
6.9,17556
5.4,49965
6.9,84639
7.4,39453
6.5,397894
8.7,145552
6.2,11124
6.6,10446
8.5,1116404
7.3,329948
7.5,202783
5.8,54539
8.3,10867
5.8,19657
8.1,22597
7.5,29907
6.3,146721
5.8,81770
6.4,26992
4.8,13651
5.6,94136
7.0,18808
6.3,16377
7.6,477913
8.3,60337
6.0,200135
6.5,32555
7.3,37454
6.8,133458
6.0,32238
6.9,15677
6.5,30702
7.4,109640
8.3,468105
5.9,72516
7.2,20084
5.4,10154
7.3,18079
7.5,27277
7.1,15098
5.1,15150
7.0,248180
4.8,20721
4.8,25370
7.2,94476
7.8,50000
8.7,390153
6.9,24739
8.3,65153
6.7,11688
6.0,12870
6.3,17575
7.5,21566
7.0,14777
5.4,133600
6.0,265451
6.2,475877
7.6,225789
6.3,34795
6.8,63938
7.8,237688
7.2,64200
5.5,26001
6.3,14943
5.8,124432
7.2,220224
6.6,159103
6.0,12720
6.8,19431
7.3,33790
7.2,42923
6.7,19809
7.3,23154
6.5,84084
6.2,64903
7.6,196405
8.3,19479
7.6,707206
5.7,32969
7.1,55832
8.5,12520
5.9,29674
1.8,16617
5.4,128151
6.3,41845
9.2,205860
8.6,28109
8.5,22465
7.1,19038
5.9,19820
6.6,13457
7.6,437181
7.8,13844
7.0,579142
6.7,12588
7.8,42992
6.8,11631
7.1,113398
7.0,165741
6.9,21582
6.2,88724
5.3,13846
6.7,14263
7.1,13032
7.4,37599
7.6,17455
7.6,47277
5.2,102276
7.0,31574
6.4,30364
7.6,75419
4.7,31377
5.1,34311
6.7,21306
7.2,12933
7.6,211214
6.1,34632
7.0,18040
6.9,34049
5.8,65590
7.8,46277
7.2,12786
7.0,15856
7.7,10693
7.5,19452
1.8,13784
5.9,63239
6.8,104374
7.7,59110
6.9,45037
7.4,48296
6.4,107978
8.5,14368
8.6,57369
7.3,11401
7.8,555608
4.7,38827
6.8,28333
6.7,16946
5.7,13160
6.1,15106
6.5,14821
5.7,27597
6.4,95432
4.2,18729
6.6,11241
6.7,65290
6.7,12107
8.3,10499
8.5,36516
8.0,46327
7.0,61453
6.6,106486
7.1,149329
7.7,26523
8.1,16850
7.3,126770
6.2,13268
3.5,28957
5.3,39538
7.3,41588
6.8,12520
5.5,42867
6.5,194833
7.8,439303
6.7,95166
7.7,292086
7.0,10948
8.2,16834
7.3,12779
6.6,64194
5.4,37161
7.5,10227
7.2,11657
7.4,42199
6.4,30439
6.3,28704
7.6,25479
4.5,61189
6.9,96398
7.5,100584
5.9,94408
5.6,69200
7.6,54046
7.8,49717
6.6,115312
5.9,72372
7.0,55381
7.6,208411
7.1,34099
6.5,31903
7.5,54275
8.2,20281
6.7,239382
5.1,24093
5.8,35426
5.3,36386
6.7,12768
6.8,127988
4.4,47914
5.3,42380
6.0,105694
7.5,11553
6.4,25627
5.0,19650
4.3,35931
6.8,214416
5.9,54762
7.0,114102
7.0,194577
6.3,176851
7.6,14828
7.8,183407
3.7,33873
6.6,223152
6.5,20277
6.3,16822
7.1,287887
6.9,37988
6.4,118747
7.4,91686
5.0,45527
6.9,61124
6.2,100628
4.0,21100
7.5,18288
4.7,11286
7.1,17470
6.4,40227
8.2,978685
8.1,40595
8.6,17415
7.0,11644
7.2,190370
6.5,107727
6.2,33949
7.4,34412
6.8,17276
6.2,143015
8.3,715028
5.0,65306
6.4,15744
5.7,25223
5.1,40503
7.3,99998
8.6,189894
7.0,17446
7.3,184062
5.1,24938
6.6,17633
8.3,10062
7.7,38223
6.7,12177
7.3,17604
6.7,20425
5.5,46565
6.8,243188
7.3,25440
6.5,331469
7.1,11364
7.9,99346
6.2,21505
7.2,29419
6.4,71125
7.1,38538
8.0,587774
6.5,22206
7.5,395682
6.4,19686
5.1,29132
7.6,90283
6.2,157403
7.3,234326
6.6,141140
5.5,25586
7.3,339387
6.5,21486
6.8,47666
6.0,48971
6.5,65852
6.2,10919
6.4,54039
7.6,342993
6.0,20053
6.1,46497
5.1,121969
7.1,32043
7.5,160953
5.9,86879
7.7,414328
7.0,13547
6.8,32059
5.6,41140
8.3,50056
7.5,13284
7.4,21744
7.3,103190
6.3,151121
5.6,22690
7.1,62598
5.4,41476
7.5,351937
6.6,24136
7.6,70749
6.7,10391
7.5,86651
6.2,212728
5.9,14297
7.1,209253
7.5,11974
7.2,224692
6.4,424711
7.5,10841
6.6,137432
5.1,118870
7.8,419893
6.5,21560
7.1,570452
5.5,54150
7.4,278594
5.9,32847
7.5,11618
7.6,27864
6.1,17135
7.6,79216
6.6,123473
8.0,474620
5.9,162736
5.9,58478
5.3,11080
6.5,28477
3.7,61911
6.8,246829
8.2,12191
5.9,41753
6.8,124364
7.6,66743
7.4,514265
6.5,11903
8.1,144093
5.8,120198
5.5,51943
6.4,191393
7.6,239464
6.0,23417
5.6,83138
5.5,92400
6.2,13257
4.7,30926
7.1,135466
6.2,91178
6.4,109427
7.0,282118
6.8,12016
6.2,59419
7.5,79799
6.7,12634
8.1,15008
4.6,23949
6.1,11510
7.4,23274
6.5,40093
6.4,152420
7.6,321461
7.9,552264
4.8,27428
8.0,419333
6.3,140089
5.4,34806
6.0,22204
8.3,442890
6.4,16103
6.7,13023
5.1,11797
6.5,106615
5.0,36471
6.4,66469
7.6,13545
7.7,168954
6.2,12668
5.2,10274
6.2,80899
6.8,24100
6.6,115828
5.1,41208
7.2,313554
6.9,28474
5.6,39384
5.8,76876
8.1,39975
7.9,12549
7.5,16857
7.2,10195
7.0,75020
7.6,33241
4.5,33365
5.3,62308
6.2,41203
8.2,588666
5.7,43325
5.1,22597
5.7,77711
6.7,77589
6.7,27482
7.7,30318
6.9,229982
6.3,10950
7.6,21716
8.4,37367
8.1,44269
6.9,698163
6.9,350277
5.5,16436
6.1,12424
6.4,29930
6.5,145549
6.6,449129
8.7,18543
7.7,92687
7.8,132669
7.4,32496
6.3,41420
8.3,561562
7.4,11401
8.4,366324
8.1,19217
7.2,80713
6.7,30729
3.8,43093
7.9,103483
6.3,22820
6.4,13160
6.9,50808
7.5,43596
4.6,12682
7.0,169446
7.2,32582
7.0,11121
6.9,59326
4.6,10973
3.1,14928
9.0,10910
7.5,173306
5.6,35181
6.7,15721
5.4,33222
6.2,69757
5.7,10512
7.0,210240
7.3,97184
5.9,28328
7.3,298761
6.5,106575
5.6,76134
7.0,247421
5.2,26022
6.0,227059
7.5,63542
6.1,16512
6.8,19698
7.4,141187
5.4,83213
6.5,35473
7.1,17267
5.4,23872
6.4,28032
6.5,210208
7.7,14169
6.1,11532
6.5,11415
6.3,156248
6.0,21755
7.2,151063
7.4,72305
6.1,102369
6.7,141291
5.1,60064
6.2,13419
2.8,55682
8.3,20792
7.0,11953
6.0,16532
6.1,10431
6.4,15151
5.5,54670
4.7,18787
5.4,119225
6.7,99356
7.4,474629
7.4,10972
7.2,81694
7.0,90889
7.2,27061
9.0,2166165
6.9,28628
6.3,21587
8.2,480696
7.2,26992
5.9,75379
6.7,10601
7.3,19054
5.1,16792
6.1,31839
7.7,441872
6.3,13356
7.4,27696
6.8,11689
6.1,33366
6.2,127804
8.2,11017
7.7,32113
8.5,26144
7.1,128296
7.8,276658
7.0,104270
6.7,58343
5.4,79673
6.7,39206
6.6,144786
8.8,177757
6.6,261435
5.9,13700
7.0,42403
5.7,10756
5.9,30296
7.5,23944
7.0,40940
7.0,24327
7.1,130002
7.1,30763
7.4,16338
7.5,94747
6.3,115635
5.4,75629
6.7,133514
6.9,11896
8.7,372958
5.6,12175
5.3,45252
8.3,71853
4.9,10826
6.7,56669
4.0,64912
5.9,70575
6.6,12669
6.8,177130
6.7,21154
7.3,52018
6.9,94631
6.4,296978
8.1,795278
7.0,10827
6.8,219377
7.1,66923
8.1,11291
6.8,160374
6.9,338410
8.3,27244
7.3,530932
7.7,13948
7.1,195921
5.9,18604
6.2,26448
6.7,28254
6.8,11443
7.5,16405
6.9,226286
6.6,192254
4.0,30036
5.4,87499
7.7,111875
5.7,12726
6.7,95134
7.2,651838
6.3,87337
6.8,13012
4.9,21669
8.0,27789
7.2,53986
5.8,115854
6.3,68012
6.4,187469
7.2,181957
6.6,127083
6.3,12599
7.0,29640
7.2,10229
6.3,37935
6.9,27085
8.5,1107229
6.6,57751
5.2,31293
4.5,10334
6.2,112959
7.3,16870
6.0,70283
6.2,30961
4.8,14416
6.4,21623
5.6,14719
7.7,37175
7.4,10004
7.6,29250
8.2,22511
6.8,33034
7.8,203954
6.6,12459
5.9,32336
5.8,21082
7.4,25649
6.3,62092
5.6,243535
5.6,38417
4.4,21856
7.6,244020
5.6,25862
6.8,211270
5.8,111081
8.5,123551
6.8,28808
7.2,175607
8.1,17819
7.7,13431
6.1,26496
5.3,10056
6.8,16318
5.7,10065
4.5,19806
7.6,11963
6.6,54987
6.1,277554
6.2,23157
6.2,54439
6.2,170606
6.4,19283
5.3,20362
7.1,12107
3.5,10800
6.7,29425
8.0,32901
5.5,30242
5.7,36295
6.2,40091
5.2,25213
7.4,90966
7.2,91205
5.6,17380
5.9,55500
5.7,35360
6.2,16546
7.2,11480
6.7,11615
8.3,79476
7.5,20819
5.9,57503
3.8,15068
4.7,15562
6.3,10941
6.1,55453
5.0,34891
5.8,16338
6.0,39522
7.0,64106
7.5,26985
6.7,347905
6.5,16481
6.8,21549
6.1,70760
7.4,13126
5.5,12859
5.9,10625
7.4,13868
8.3,17942
6.5,29588
8.2,106779
5.7,12349
6.9,305192
7.4,78569
7.1,21798
7.1,232615
6.0,10431
7.2,11332
7.2,10506
5.5,82160
7.9,148791
4.5,35621
6.8,81904
7.5,11100
7.7,20588
6.5,184891
3.2,11442
7.8,1075210
5.9,25798
6.2,82556
6.6,13948
9.7,10004
7.5,27396
7.9,164693
6.0,18781
4.7,111878
7.3,20745
7.7,27487
8.7,52764
5.5,92074
6.7,172053
8.1,539957
6.5,93290
5.7,12044
7.1,204253
8.1,64862
7.1,54934
6.8,21487
6.4,36453
7.1,10949
7.1,39615
5.9,135769
5.3,36826
6.0,48519
5.7,10368
5.9,37497
5.6,10235
7.1,105995
6.6,50172
7.8,375406
7.4,34202
7.6,218701
5.9,23777
6.5,12705
5.0,36930
6.2,20331
6.1,69485
5.7,70098
7.0,15833
5.5,16072
8.5,30905
7.1,663711
4.8,12471
8.6,614387
4.3,23264
7.5,32374
7.1,34918
5.4,21281
5.4,19875
5.8,38083
8.3,18392
7.8,539495
7.1,57073
6.8,22137
7.1,114723
5.3,10687
7.9,372942
5.6,12958
7.3,138767
6.1,19875
5.8,15772
5.4,40001
5.8,99824
7.8,234841
6.6,14052
7.3,10092
5.3,10313
5.4,20472
5.2,23297
6.2,28355
2.2,14404
6.8,52164
6.7,72359
4.6,10536
6.9,11162
7.2,46301
7.5,15279
5.0,21658
6.2,19032
5.9,68808
8.0,414803
6.1,98930
7.1,32967
7.0,292762
5.6,112945
7.3,30547
4.3,10828
8.0,11345
5.8,23334
6.8,11202
9.4,156500
6.2,73894
7.4,104797
6.4,201703
7.1,19877
7.0,11780
3.5,62156
6.7,48689
7.9,45895
5.6,10354
7.9,564006
6.5,17426
6.1,39101
7.1,23103
6.8,27086
6.4,86739
2.4,99365
7.2,10663
3.6,10381
6.6,15586
7.1,252873
5.1,58590
6.7,414823
6.1,36705
6.7,48747
6.7,56645
5.8,261946
7.0,33052
7.0,709146
7.4,10134
7.3,30721
8.9,29806
5.6,17665
7.4,15812
6.8,232286
3.0,17076
6.8,66994
6.1,19255
1.9,35702
7.1,129093
8.6,189550
5.9,30343
6.8,52925
5.6,25522
5.5,36314
6.6,15007
7.3,133690
6.1,57073
8.1,13428
7.9,52508
7.1,10889
6.5,38251
5.3,14176
6.0,12199
3.6,10497
6.0,40699
5.7,10432
8.5,10877
7.3,12801
5.1,62652
6.7,260085
7.3,15674
1.7,15345
6.7,19361
6.3,16403
6.5,86200
5.9,11558
6.5,12995
7.5,35445
6.3,43720
8.0,84245
7.8,55407
5.0,39575
5.6,22387
6.9,24456
7.9,65805
7.1,152985
5.6,12376
7.2,14886
5.0,51667
3.3,73948
6.3,49686
6.3,31915
6.0,66435
5.0,16076
3.8,48833
7.6,41677
7.5,222305
7.5,26162
5.4,53663
5.9,169223
7.6,275144
5.6,29179
6.2,24069
6.4,13270
7.8,10512
6.4,120046
7.6,56518
6.2,44527
6.3,73155
7.9,11705
5.9,12424
7.6,121871
5.2,92358
6.2,15357
8.6,1368191
7.0,569844
7.7,77011
5.7,109050
5.7,56232
6.3,15724
5.8,79654
6.7,49730
7.1,140171
5.7,110559
7.2,298201
6.8,10990
7.7,227332
7.0,17255
7.4,220093
7.1,12050
8.4,22679
7.4,27593
6.3,169686
7.4,11526
6.6,26343
7.6,497435
8.2,27768
6.6,386601
6.6,22183
6.4,362426
6.7,21486
4.8,58408
7.6,11882
7.1,149465
6.6,145384
8.3,14667
6.6,20474
7.1,211329
5.8,65707
7.2,170240
5.6,40473
5.9,35156
6.9,254864
8.2,14810
5.8,75652
7.7,13396
8.2,70764
7.5,332090
6.8,29380
6.8,63976
7.0,122232
6.7,28137
6.8,47309
7.5,13239
7.9,222323
7.4,14017
6.9,192992
6.4,54587
7.6,32396
4.6,11857
6.5,81469
4.3,21965
7.3,12875
4.7,11605
7.0,30067
7.2,11773
5.6,11616
8.0,1215101
6.7,97011
5.6,44799
6.7,13913
7.9,10399
7.7,64300
7.7,55999
5.5,76218
7.9,30333
7.4,14233
6.8,35458
6.1,18331
7.6,40614
6.5,29503
5.6,13410
6.1,22057
6.6,11011
5.2,144867
6.1,21954
8.0,14507
6.6,67271
8.1,94177
6.1,53445
6.8,67976
6.8,76731
8.5,52407
6.9,74640
6.8,59043
5.0,15571
6.6,98450
5.9,17706
6.8,25225
5.9,64631
8.2,48939
6.8,11331
7.2,14670
7.7,98699
6.6,110297
6.0,40261
8.2,69073
4.8,18935
6.2,60295
8.3,31833
5.8,41352
7.3,18109
7.9,10616
7.7,111404
9.0,200608
7.6,275717
6.6,10740
7.0,14833
5.8,81605
7.8,29429
6.2,45834
5.9,51893
4.8,38461
6.4,79985
8.1,21339
5.6,21121
7.1,268112
6.6,68258
7.0,295117
7.6,402831
6.1,92798
5.8,136539
5.9,134370
6.2,46044
3.7,22308
7.2,42864
6.5,88029
7.6,14855
5.6,21036
8.1,631273
6.4,140105
6.3,173941
5.8,15709
7.2,10694
6.2,16415
5.5,13863
5.6,17941
6.1,36297
7.1,30448
3.6,25369
6.4,12034
8.1,677398
7.2,213072
5.6,29633
5.5,11698
7.0,21336
5.5,96637
7.3,31575
6.8,18433
7.0,17090
6.1,10229
7.0,10158
7.8,732650
7.4,33425
9.5,1302952
8.3,166725
6.2,115565
5.8,11782
6.2,14216
5.4,10067
7.8,106860
8.1,15094
7.1,31040
7.2,12783
6.1,15718
7.0,302328
8.4,941377
7.4,10179
5.7,29032
7.2,36672
6.2,18753
7.0,25195
8.1,26917
6.8,14398
7.8,177759
7.1,81485
7.5,116440
6.2,155427
7.3,16798
8.1,33721
7.7,16417
6.7,22165
8.3,51995
5.8,11006
7.7,443415
3.9,32645
7.3,20172
7.0,44508
7.5,21880
7.3,101911
8.1,16092
8.4,13710
7.0,19185
8.2,123033
7.0,45985
7.8,547858
4.1,141038
5.0,58222
6.4,13753
7.7,20034
7.0,361378
7.4,20002
6.6,11656
6.4,283283
9.3,1631805
7.5,463810
7.9,16878
8.0,667316
6.1,47212
6.8,124871
8.3,13014
6.9,538660
5.0,189505
5.8,19717
5.3,13671
5.2,71994
7.4,17993
6.1,32223
6.6,244650
7.7,22667
7.6,23066
6.0,21912
5.5,11753
7.3,184403
9.0,21918
7.2,11266
5.5,182333
6.0,84500
6.5,16586
4.1,17212
6.7,18636
6.5,12093
4.3,12322
6.8,16001
4.7,54701
7.3,55228
8.0,10496
6.5,88511
6.6,22793
6.3,24449
5.8,67330
6.1,147176
6.9,12105
6.9,11123
7.8,324196
6.0,29996
5.8,20806
7.3,18212
6.9,26781
7.5,291593
6.5,60621
5.5,158563
6.1,67123
7.1,25479
5.5,101887
6.5,65228
6.6,21086
6.6,30153
5.2,11030
6.7,13358
6.4,351904
6.7,21368
5.4,10832
6.3,171465
5.3,58739
6.8,69634
7.5,22932
7.6,222138
6.3,13341
5.4,35119
6.8,44744
7.1,23994
8.1,155644
6.0,222383
8.5,164199
5.0,10217
6.3,134101
6.9,13131
6.6,86110
7.3,207440
7.6,46516
7.4,10274
8.2,10971
8.0,11413
6.6,185425
7.1,218815
7.6,62719
6.3,165277
8.4,151050
7.6,560601
7.0,53898
7.9,13785
6.1,148061
8.5,70155
5.1,10319
6.3,132213
5.8,150862
7.6,20655
6.8,11985
6.8,182760
8.2,1084420
8.6,43518
7.3,19754
6.7,67079
7.1,12583
8.5,44790
7.2,14787
7.8,10442
4.3,14884
6.4,49489
5.8,31774
9.8,17030
7.4,12044
7.4,11557
5.6,112384
8.6,14625
7.9,20905
6.4,153821
7.2,215074
5.5,10833
6.5,168658
6.4,98592
8.0,765219
6.1,13231
6.7,19951
6.3,173244
6.6,249702
7.5,158894
5.1,14302
7.6,10548
6.4,367646
8.6,20827
6.5,61808
3.8,21614
5.1,15576
7.6,15860
6.7,18197
6.5,44558
6.6,12002
5.7,89601
6.1,19586
6.2,26019
6.2,15211
7.0,125632
7.4,12622
7.5,79842
6.8,72448
6.4,75435
7.3,19249
5.1,19140
7.7,452073
6.6,92522
7.3,104462
6.2,77349
7.3,14948
6.0,20514
6.1,46746
7.7,548427
6.5,30776
6.7,36328
5.7,47050
6.2,95126
6.1,17133
7.0,255239
8.1,233813
7.2,25206
6.4,12042
5.2,19520
7.1,77478
7.3,25380
4.9,52973
6.1,31752
6.2,35831
8.2,15724
6.3,24651
7.3,224533
5.3,32388
6.3,13703
7.5,11852
6.3,18170
7.9,53505
7.5,12383
