averageRating,numVotes
5.5,24446
7.5,88298
7.4,180817
5.6,37938
7.5,34338
6.6,62607
3.2,10622
5.8,19628
7.6,51006
5.1,33843
7.1,16092
4.9,19696
6.7,25296
7.2,48583
6.9,17919
6.6,97038
5.9,14587
6.8,11576
5.8,35711
6.6,56228
6.8,15332
6.5,25726
7.7,221128
5.9,12600
6.3,42644
5.4,14241
7.7,90869
7.8,29703
6.6,35880
5.5,25780
6.5,20266
6.6,20478
6.7,281749
4.8,38979
5.8,16249
6.1,21092
7.4,26811
7.5,25856
6.4,11518
6.3,14527
6.9,18240
8.2,20455
7.1,22111
7.8,64450
7.8,44625
7.7,140538
5.5,32519
7.2,86915
6.1,11677
6.7,150043
7.3,19516
7.2,32873
7.7,78241
6.9,60771
6.0,20230
6.0,21213
6.5,54740
7.7,45485
7.6,99899
7.0,17806
7.5,38493
5.9,43075
6.9,97138
6.4,29443
4.9,18254
7.5,51017
5.4,16458
7.0,11870
6.1,12934
7.0,19070
8.3,863563
7.2,50597
8.2,10795
6.8,36139
8.0,241741
6.9,21112
6.7,15391
6.5,10439
6.4,29952
6.7,26370
6.4,81816
5.3,19138
7.1,50035
6.2,11177
4.3,36873
7.1,23820
6.8,13237
5.1,29617
2.9,29596
7.3,79904
6.5,72683
8.2,353154
6.0,79268
6.3,13775
7.0,137176
6.8,71110
8.1,17128
7.9,19921
8.3,26716
7.5,26265
8.1,37015
8.0,69294
8.5,10926
8.1,16478
6.8,12317
6.7,19951
6.4,19280
7.5,11017
6.9,34988
7.9,18223
7.9,47441
5.4,10231
5.5,14318
8.6,188590
6.7,74045
7.2,46492
7.1,47650
5.6,12581
7.4,39414
7.5,155810
8.1,23089
7.7,24289
7.4,11669
7.8,40036
4.9,24434
7.2,52619
5.0,16642
5.9,15888
4.5,13406
8.0,27363
4.8,10997
7.8,120622
7.9,190409
6.4,114483
5.3,48462
7.0,86907
5.8,15311
6.0,15015
6.8,46844
7.6,152308
6.7,150080
5.6,53067
3.8,10751
7.0,26079
7.6,160529
7.1,20248
6.6,19997
6.8,110148
6.2,11390
5.9,26503
5.9,64958
7.8,252829
7.7,24994
6.4,34726
8.0,553561
7.0,40986
6.2,41982
6.9,15430
6.8,12662
6.8,88752
6.9,39926
6.6,80435
6.9,19912
7.7,13147
7.2,87501
8.1,146442
5.9,58801
4.3,26281
7.7,14370
6.6,14565
8.1,811099
6.7,48907
6.6,11588
6.4,129765
4.8,21671
6.1,14851
4.4,26515
6.2,19643
5.0,15054
6.4,21485
6.7,26597
7.4,35991
7.5,48290
7.0,230321
7.3,43266
6.8,10051
7.8,31535
6.2,42920
6.3,21231
8.0,277989
7.9,32669
5.7,20725
7.2,12800
6.6,72368
7.6,69782
7.7,212208
7.6,74787
6.0,11744
6.1,23905
7.8,60463
5.9,25069
5.9,12973
6.2,40463
6.7,110525
4.1,43772
6.6,12570
6.0,23277
7.5,52419
7.8,74045
8.9,1139461
7.4,27859
7.3,34351
7.3,16165
7.7,40476
5.6,46103
7.5,14874
6.8,19039
6.8,149939
5.0,27323
6.1,21864
6.4,31838
6.2,18369
5.8,16603
7.5,16429
7.5,29060
5.8,38656
4.0,46617
6.8,14908
4.8,29459
7.3,44034
6.4,48075
7.8,118746
7.9,81507
7.9,194886
6.8,12152
6.3,22094
7.0,30371
6.2,73850
6.1,12874
4.8,12067
7.8,203216
7.3,16100
8.3,48755
7.7,47487
8.9,732101
8.1,13384
8.3,18146
8.3,16379
7.2,29930
7.9,10536
6.6,13012
6.9,262909
7.4,44301
6.1,44242
8.2,46809
6.1,27507
6.1,42546
5.2,11171
5.6,72620
5.3,17869
6.2,26987
6.2,11434
6.1,10046
7.4,33896
6.0,15411
5.9,16549
8.1,55826
5.5,17345
6.9,84417
7.7,205447
6.7,56413
5.2,21848
6.6,11747
7.6,159357
8.0,17408
6.1,34227
7.8,21042
7.3,21171
7.2,19003
6.1,43970
7.4,36534
5.6,18499
7.3,337694
7.2,12272
7.8,160109
7.0,17034
4.9,72288
8.8,1682956
7.0,131196
6.4,49085
7.6,11487
5.8,16297
6.3,12210
6.2,14908
7.3,56978
6.6,23688
7.3,20355
4.5,19086
8.3,22863
7.2,74120
7.5,17627
8.3,14764
5.3,11041
6.2,22714
7.5,22136
5.0,12223
7.6,281737
6.3,33218
7.5,21490
6.0,15626
4.6,62435
7.8,16501
6.5,19146
7.0,19666
7.6,138445
8.5,882354
6.4,24324
6.3,40785
7.3,46928
8.5,966821
7.2,14615
5.6,23969
6.2,28898
6.9,324694
7.0,97293
5.6,10922
6.5,30062
7.2,33163
5.5,10130
5.2,17564
6.5,91788
7.2,14480
7.3,205913
6.5,26214
3.2,10544
4.4,23855
6.1,17888
7.4,17488
4.5,12807
4.6,21261
7.9,30081
6.5,19162
6.6,11635
6.1,19891
6.6,12334
3.6,30266
7.7,31483
8.0,13186
5.1,13930
8.9,1714809
7.5,62139
6.6,43486
6.9,22555
7.4,15610
6.2,16049
3.3,18817
5.3,60131
6.4,39349
5.9,10936
6.5,90348
6.7,25519
6.1,22225
7.3,54168
9.3,2182963
5.6,59972
7.2,312430
6.6,72405
7.1,168752
3.9,63013
6.2,10011
6.4,21417
5.5,12335
6.3,12209
6.3,14374
5.9,53042
6.0,11827
8.1,83285
7.2,226341
7.6,58170
7.6,41203
7.9,13524
6.8,11637
6.4,48200
6.6,19431
6.7,12688
6.2,50375
6.7,43075
7.8,17226
6.8,15184
8.6,34296
7.7,11106
6.4,26094
6.5,15649
6.1,25488
7.0,11422
7.9,12530
7.7,10803
7.9,26752
8.9,70679
8.5,42490
7.4,15502
8.3,24484
7.8,54008
6.7,39409
6.4,193310
6.8,49354
7.6,253586
6.3,74514
6.7,111793
6.9,218152
7.1,37744
7.3,96912
5.4,226166
8.1,248228
6.4,124700
8.1,10479
6.5,11352
6.0,19828
8.3,916485
7.6,67863
8.2,432623
6.1,112264
7.6,16435
7.6,62602
6.9,19448
8.1,37009
6.8,163913
5.2,40369
6.6,51368
7.3,96026
6.3,12271
6.5,11201
5.7,24873
6.5,45984
7.6,85976
7.5,84702
6.9,18568
7.2,164346
6.7,16471
7.6,349223
8.1,59662
6.7,46449
6.1,13275
5.9,36990
7.7,22585
7.4,16259
6.7,46808
6.6,15738
4.3,11625
6.0,32392
6.0,64818
6.5,10815
6.8,93600
5.0,16254
6.6,44988
7.3,93690
6.9,72787
7.2,228118
6.8,42566
6.7,23005
6.3,62919
8.1,136730
4.9,29180
8.2,541536
6.5,17203
6.6,11334
6.7,36894
6.3,10251
7.2,56635
6.0,24742
5.9,19209
5.3,10859
5.7,63871
5.6,106007
7.0,285329
6.4,23229
6.8,11974
7.1,69646
5.9,16232
8.0,120114
6.7,13680
7.5,109354
7.7,30355
7.5,15460
6.1,13837
7.1,111672
7.6,14410
7.0,36509
5.2,24148
8.0,42722
5.7,37336
5.8,96250
7.3,34162
7.3,25363
5.9,57824
6.3,37498
5.5,33947
7.1,27564
6.8,25831
6.6,102952
6.7,11892
6.7,159147
6.6,27574
6.5,27785
6.4,80726
7.4,13181
6.9,39139
6.3,34806
7.2,11747
7.6,11000
5.3,13822
6.4,23901
8.6,1343520
7.6,95546
4.8,58860
7.4,31924
5.7,12158
5.8,70975
7.2,64043
5.8,30678
7.1,21227
6.7,20142
5.3,28886
6.8,25159
6.8,41435
6.6,26643
7.1,72669
6.6,12651
8.3,832689
6.0,24552
8.0,551462
5.5,42005
8.1,52256
8.5,936858
4.6,20540
5.6,27280
5.6,26786
6.7,30076
6.2,171720
7.4,30551
6.7,86759
7.7,44517
5.2,23312
8.4,43338
7.9,40484
7.5,10792
7.1,60166
7.6,28756
7.8,13380
7.5,14236
6.6,32034
7.3,25196
8.1,12747
5.7,95909
6.5,17761
6.4,31097
7.4,13095
6.3,30359
3.3,24028
6.9,18668
7.1,30305
7.5,21749
6.8,49577
7.3,15938
4.4,25041
7.1,75250
6.1,10718
6.3,34944
7.0,65957
7.3,48243
7.1,17772
7.9,59021
6.0,87454
5.8,33775
6.1,145130
7.1,11365
5.7,46315
6.0,12161
6.2,18855
6.6,48054
6.3,71149
6.4,48973
4.7,18439
6.8,33835
5.4,23285
5.9,63099
5.5,12792
6.6,45793
6.1,20087
6.5,88079
5.3,11382
6.6,33849
7.4,170115
6.1,99500
5.7,66121
8.3,58316
6.7,34136
6.3,32770
6.4,48171
6.2,16359
6.2,12594
5.9,44420
8.1,580211
6.2,38184
5.4,10180
6.4,40181
6.7,16998
6.8,22512
6.8,25232
7.1,78675
7.2,272157
6.8,53910
5.4,18023
7.7,34818
7.0,185933
5.2,18217
5.5,12220
5.9,12960
6.9,132852
7.0,507441
4.5,29767
5.8,53881
6.7,57458
7.3,228770
6.6,18102
5.6,87465
5.4,12109
5.7,16222
3.0,22277
6.9,73629
7.8,13863
6.4,51288
8.7,13689
7.4,26800
6.8,69695
7.6,122616
6.3,201566
6.7,24251
5.8,13525
6.9,117370
5.5,19186
5.7,39300
7.2,28239
7.9,10395
6.6,14375
7.1,368813
6.3,15110
6.1,28712
7.0,20044
6.5,13653
7.3,17343
5.6,104827
6.5,41470
8.3,14289
7.3,84407
4.9,31150
6.4,72261
6.2,10315
5.6,10501
7.7,170851
7.4,32355
5.6,23020
6.6,113713
5.9,11328
7.4,299943
6.7,200746
7.2,270593
8.0,34774
6.9,13057
5.9,20643
7.7,10157
6.0,15749
7.7,49452
7.6,179286
8.0,83753
6.4,147901
5.4,34815
7.6,113014
6.6,24538
4.5,41022
6.0,11268
6.2,24064
7.2,72431
5.4,12618
7.4,33644
6.9,58887
5.8,26348
7.5,123171
6.4,44115
8.1,606341
7.1,12938
6.2,24292
6.4,166150
6.2,12987
7.5,25338
8.0,14218
6.6,20326
6.8,28696
8.5,12816
8.2,121605
6.5,17234
8.0,22127
6.6,32708
6.1,13092
6.3,27392
7.2,30780
6.8,16675
7.3,43261
7.7,21134
7.0,13043
8.7,84052
6.1,14882
8.4,79605
7.9,12531
6.7,21242
2.9,10444
6.7,47767
6.1,22631
7.0,14260
5.2,15636
6.5,171729
6.2,217710
2.2,21037
5.1,22234
7.3,67708
4.8,90244
7.1,105887
7.2,12905
6.7,34187
7.0,212334
3.8,39618
2.6,24387
3.7,224319
6.5,92367
8.1,111470
5.5,36594
8.1,686173
4.9,30390
7.9,226116
7.9,12692
5.8,19114
7.1,17814
8.0,15191
6.9,45980
7.5,44232
6.8,24021
8.6,578119
7.4,26734
7.7,14204
7.2,127882
8.1,48325
7.8,20248
8.3,57619
6.6,10314
6.9,264026
6.7,89791
7.4,241618
6.9,81887
7.2,15307
5.9,76517
7.6,180769
7.4,40628
6.1,31756
6.1,15315
7.5,311177
6.2,55529
7.0,19464
6.6,16181
5.4,87981
7.7,261599
4.8,29967
7.7,35338
6.9,65010
5.9,14988
6.7,148456
5.4,12251
7.3,334787
7.0,70798
5.2,14051
6.4,22300
7.7,414280
5.1,16000
5.3,80460
6.0,31077
7.2,94825
7.6,59268
5.9,70320
7.8,324980
7.8,268046
5.4,67537
5.7,10204
6.4,11839
5.7,24718
8.3,800179
6.9,49350
6.9,14026
7.3,84303
6.7,30236
7.8,25695
7.2,37828
7.2,12814
7.3,191168
4.4,99521
5.0,12207
6.3,10111
6.0,23284
6.6,37450
5.7,127001
7.4,51811
6.4,37067
7.2,12702
7.3,12422
6.4,11051
6.4,102104
7.5,297674
5.2,21814
7.7,10094
6.6,61161
8.0,25914
7.0,24960
8.2,506939
6.9,267669
6.4,33362
6.9,48729
6.6,357551
6.3,18563
7.2,201775
7.3,492292
5.5,24613
6.6,35559
7.3,11919
5.9,43930
7.5,36669
6.2,26626
8.4,307942
3.7,44249
6.4,48923
4.0,13714
6.1,27431
6.3,121526
6.2,18265
6.7,42218
7.7,261364
7.0,12961
5.9,52135
5.5,18869
5.5,18147
6.1,65983
6.6,26537
6.9,32736
7.2,58727
6.3,15451
5.8,23282
6.2,26043
6.2,39997
6.2,59619
6.2,149227
6.7,23111
7.1,117800
7.8,10969
6.5,57481
6.7,60525
6.4,13187
6.0,49971
7.2,21024
5.3,61481
3.9,71448
6.1,95747
3.5,32234
7.1,155297
7.2,256496
6.7,19824
2.8,10516
7.0,24986
7.5,30636
7.6,16398
7.7,20221
7.5,60002
7.8,989760
6.5,172827
7.9,496560
8.1,870874
4.9,10237
6.8,47570
6.0,42054
5.0,25320
5.5,69189
6.7,28774
6.1,141899
6.9,14038
7.1,10023
5.8,18590
6.3,23247
6.8,11898
8.6,10291
5.9,30649
8.5,982925
6.5,141657
6.7,380344
5.7,30273
5.0,16162
7.7,295197
4.1,10796
6.1,27572
7.1,233567
7.0,374893
6.5,20956
7.2,254037
7.0,168870
7.0,66346
6.7,109292
6.6,26419
6.4,12343
6.2,154787
6.5,22767
7.3,202075
6.6,112578
7.3,218672
5.1,14180
7.4,282272
5.7,302569
7.6,248315
7.4,76692
6.8,141936
7.4,28072
5.4,175815
6.8,57518
8.6,1063908
6.7,55773
5.7,63168
4.8,10567
5.9,30993
4.9,18480
5.5,11952
6.6,14513
4.9,13301
6.7,11621
8.1,55190
8.2,506970
8.8,1564915
5.2,67723
5.6,14102
6.5,150034
6.7,160775
6.1,64390
5.6,26511
5.9,20219
6.1,299103
7.6,233604
5.0,12338
7.3,124972
6.3,54602
6.0,18041
7.0,10876
6.3,19545
7.0,81516
6.5,112594
7.1,126976
4.2,11331
6.5,75320
7.5,116927
6.3,68150
7.1,111620
6.0,27451
6.3,13881
7.6,30602
6.7,237064
7.0,227025
8.6,1157234
6.1,13574
6.7,31223
5.8,69873
6.6,11369
6.0,72961
6.7,13356
4.4,26289
6.4,67085
7.3,190501
6.9,10603
4.1,14709
7.6,164423
7.1,19139
6.9,10998
6.5,91482
6.2,50255
7.0,32432
6.1,10098
7.2,75977
6.8,128285
7.0,98012
6.5,103224
4.9,147532
6.2,22228
7.0,97572
7.4,549729
6.9,13481
6.8,89608
7.2,33185
6.2,326366
6.6,57233
6.5,689458
7.3,167839
7.3,230140
8.7,61764
6.5,604393
7.5,671660
8.7,314250
6.6,147093
6.9,18882
6.8,14668
7.3,165036
6.2,88277
6.7,140749
6.5,11515
7.2,198796
7.0,39179
6.8,42870
6.4,43633
6.6,56885
7.4,89789
6.9,13210
6.9,42138
6.1,33357
6.8,20043
7.2,16446
6.2,49623
7.1,254986
6.5,13699
7.8,60972
7.4,119230
7.8,582230
7.5,15231
7.8,20917
6.8,12141
5.4,21706
6.3,12942
7.2,85219
6.6,30302
6.8,34871
7.4,88015
6.5,42945
6.6,30716
8.3,13351
7.3,137191
7.7,160986
6.6,182998
8.0,162536
5.5,12392
6.8,98540
7.0,35126
7.1,280156
8.5,17398
5.3,10474
4.7,65624
5.8,33490
7.1,19741
6.5,49752
7.7,182114
6.4,63928
6.1,40260
7.9,21366
7.9,28893
4.3,15826
7.2,12746
4.1,18696
6.5,54727
4.6,38187
6.1,59909
7.8,77578
6.0,12613
4.9,10404
5.3,19160
8.7,1571765
5.7,204600
7.5,24891
7.2,94639
7.7,17406
6.0,37398
6.5,106007
6.4,65999
5.9,17222
5.5,117982
7.4,168507
6.7,12451
6.5,118528
6.7,24703
5.6,20038
7.1,217862
4.9,16620
7.4,19019
7.4,15067
6.0,14296
7.2,78230
6.3,102734
8.8,1743632
7.1,205868
5.4,51322
6.2,38011
6.2,87092
7.4,163557
6.9,78353
6.4,18997
6.8,172510
7.2,65160
5.7,52131
6.2,34182
7.7,367191
6.6,30374
6.5,40209
6.8,22155
7.1,63451
7.8,153161
6.4,23650
8.0,33777
5.4,31001
5.4,31341
4.1,43320
9.2,268411
6.6,73938
7.1,17229
6.1,16934
6.4,190162
6.7,157117
7.2,12464
6.4,180165
4.9,12839
7.6,451061
7.8,220547
5.4,49862
6.1,17909
7.6,12693
6.3,50469
4.4,46669
6.0,17801
5.9,13447
4.7,14920
4.6,18741
7.3,658001
7.5,12554
6.2,62082
7.3,19460
6.6,208726
6.7,146393
7.0,18103
5.3,12830
7.3,51829
5.8,190444
5.6,56835
5.8,102345
6.9,108266
7.5,161312
6.7,51634
6.9,15316
7.7,63815
8.1,22632
7.3,278737
5.8,118497
8.4,203403
5.8,12569
6.2,16396
6.5,68286
7.5,48332
9.3,14253
7.5,16029
6.4,62203
7.3,11270
6.1,79427
7.7,232215
7.0,73340
6.5,19138
8.0,74764
6.8,28508
7.5,80634
6.8,83316
6.5,16891
5.6,22918
4.6,44011
7.0,18664
4.6,10449
8.0,48167
5.2,19129
7.4,18910
7.2,48586
3.6,11132
5.2,12910
6.6,31169
6.3,19505
7.2,31062
7.1,71426
3.6,20261
7.7,11162
6.3,17319
7.7,186340
7.2,137564
7.1,99276
6.4,96023
7.2,134757
7.1,17623
5.7,27829
5.5,168620
5.3,23006
6.2,22020
4.8,10178
6.4,13024
6.4,42771
5.9,80356
8.2,13601
6.0,20667
6.6,113022
5.5,14407
7.5,11960
7.9,61300
7.8,489202
7.3,108889
5.9,70913
7.3,314270
6.7,34665
7.5,11997
4.9,11450
5.9,282949
5.5,89179
8.3,24406
8.5,38448
7.0,360181
6.7,213705
5.1,13490
6.8,60599
5.8,117541
5.7,10183
5.8,17403
7.0,71210
6.4,98903
6.5,21301
6.4,71256
7.6,25230
5.9,119287
6.5,20497
7.3,71743
8.1,145181
6.9,34141
7.5,81339
7.7,28394
7.0,28372
6.1,64420
6.7,46299
6.9,16489
4.7,16159
7.3,24145
6.7,34670
7.8,10399
7.1,60308
8.0,76809
7.9,299815
6.8,11507
6.8,297241
8.9,1552980
8.7,1401837
8.1,868734
5.1,17292
4.2,12689
6.7,11922
7.3,22956
7.4,34925
8.0,96607
7.3,31372
8.1,97055
7.3,11338
8.3,1018217
8.1,32370
7.5,10631
6.1,193358
7.0,36782
5.0,68504
6.3,48565
6.1,32198
7.5,88943
6.6,214815
7.1,20480
7.3,153263
8.5,1260281
7.7,44666
6.2,12904
6.4,78746
6.8,11600
7.2,11189
5.7,23896
7.6,87982
7.2,34437
6.2,221385
5.2,11696
8.0,276574
4.2,26979
5.9,13959
7.3,141355
7.7,19967
6.4,149926
7.1,20570
7.2,60289
6.6,13105
6.6,24155
8.3,15888
6.1,47151
3.8,23604
7.3,49944
8.3,723478
6.4,26971
7.4,18943
9.6,10185
7.9,16143
6.3,70925
7.3,80102
7.6,482480
6.3,30636
6.3,362599
7.6,189229
7.9,240442
7.0,47290
8.1,291596
8.5,16423
6.9,105194
6.6,214162
5.7,68173
7.0,241765
7.0,25986
6.9,161819
6.5,48938
7.4,30792
6.1,10526
6.1,18778
5.8,36289
6.5,114611
5.1,11077
7.3,59560
7.8,83530
8.4,10393
2.5,73996
5.6,51517
5.3,93939
9.5,342369
6.5,222077
5.7,12814
7.3,96822
7.6,15729
6.4,70622
5.7,13088
5.7,19494
5.0,13856
6.5,251211
7.2,243524
8.3,31662
8.6,47697
6.1,11226
6.7,191674
6.1,23672
7.1,22210
5.8,17672
6.6,13569
6.9,38827
6.7,105679
7.8,244474
3.6,31066
7.3,10430
7.7,271410
6.2,37593
5.9,56426
8.2,14562
6.6,55806
6.0,42052
5.7,17372
5.4,13442
5.6,30026
4.3,15333
7.4,14245
2.1,12358
8.8,122151
8.2,12203
6.9,17062
7.3,164109
6.7,218011
6.1,34875
6.7,35423
6.5,236896
4.4,14432
5.5,11209
6.8,30778
8.0,768486
5.3,20878
7.8,17443
7.2,17235
5.7,53511
6.5,25784
7.5,11926
8.1,22924
8.8,58228
7.2,168343
5.7,102873
8.1,11637
8.7,12630
7.5,25935
6.3,39554
6.7,30713
7.6,257129
7.2,103034
8.6,12257
7.3,51605
7.4,19900
7.5,26634
8.0,73208
7.5,13803
6.1,27814
6.6,12251
5.4,15477
5.1,32298
5.3,24698
6.0,83173
7.4,29594
5.7,68071
5.6,11891
4.6,17146
7.1,14709
6.2,55009
6.6,61612
7.6,13025
8.1,77185
7.9,440295
6.2,13765
6.4,184444
8.3,16855
5.2,77858
8.3,741346
6.9,22168
5.2,31444
7.3,16772
5.9,28036
8.4,1062050
6.3,289897
5.3,72585
6.3,91851
6.8,12640
6.8,39539
6.1,19589
7.4,11591
7.3,19267
6.7,17970
7.8,188751
4.9,32947
4.4,48019
6.1,21765
8.3,670856
6.5,70649
6.9,15741
5.8,10206
7.3,12595
4.0,10163
7.0,298916
6.2,176187
7.7,13530
8.0,110907
7.4,48054
7.2,280291
6.8,242521
6.2,299838
6.1,10487
6.6,11580
8.9,80117
5.2,12073
7.5,83322
7.1,25536
8.7,105603
5.8,20206
6.4,151793
7.6,230930
5.9,112766
7.2,11003
7.7,27636
7.5,384036
5.3,25772
5.4,13137
7.3,368815
5.9,11885
6.1,27783
7.4,52386
6.1,51711
6.8,99403
4.8,31016
6.6,60565
6.4,16880
6.1,38863
6.5,63339
6.3,16249
4.0,35451
6.9,12429
8.0,11672
8.2,34949
7.6,229736
7.2,35136
5.8,30589
7.9,10656
5.9,10509
7.2,20937
7.2,109053
5.6,21650
6.4,16637
6.8,115671
5.4,102955
6.3,46688
4.9,49255
6.2,53592
6.9,55613
3.9,34542
5.5,14169
6.9,96357
6.0,92770
7.6,321712
6.7,82191
4.8,22703
5.5,20982
6.8,329983
6.0,42507
7.8,21898
7.4,11739
5.5,69830
6.9,12753
7.2,491918
5.8,10432
5.0,14693
7.8,11899
7.2,67588
5.8,12239
7.1,28898
7.2,30717
8.3,18710
7.7,18174
5.4,20856
6.1,99390
6.3,16615
6.1,26942
8.5,41153
7.0,60209
6.8,51228
5.9,31846
7.4,301697
5.3,50721
5.4,13154
8.1,90595
7.8,11142
7.0,12861
7.6,36005
7.1,20691
5.1,54146
5.9,37442
5.0,12266
7.7,13858
4.7,40081
6.2,42293
6.5,31607
4.6,44616
5.6,16163
7.8,487115
6.9,100030
5.4,13478
6.2,20072
7.2,171582
7.6,592758
5.9,32581
6.9,33378
5.5,130677
5.6,31019
8.2,50708
6.2,42876
6.7,427128
4.8,23929
7.8,58385
7.5,99304
6.7,213432
7.0,16026
5.4,47415
6.6,51672
5.6,68363
7.0,12442
6.0,13416
6.5,171498
8.1,18079
7.5,41957
6.1,22558
6.4,10253
6.9,19340
8.6,584483
6.1,63415
7.6,109888
5.6,75982
6.0,48958
8.1,212255
5.5,46539
7.8,123343
6.1,196264
6.5,19330
4.9,13724
8.0,712811
7.0,22594
3.1,24899
5.4,17013
7.6,74538
7.2,23176
7.2,35437
7.4,36360
7.9,47104
6.3,120393
7.1,92932
7.4,41577
6.7,16555
8.7,113968
6.8,89630
8.0,27491
7.7,30435
8.2,11703
7.2,16848
6.5,12683
4.5,16279
7.7,119650
5.6,23683
6.8,16661
6.6,46248
6.5,23257
7.7,88377
4.7,12119
6.5,10699
5.5,16509
6.3,172268
6.4,104914
6.7,75688
7.8,13173
6.1,115404
6.3,49379
6.4,197307
7.1,118037
8.3,18089
6.1,72726
5.4,21611
5.2,80813
6.8,22762
7.4,26453
9.4,34842
9.0,20253
8.7,15302
8.8,16904
6.9,34774
6.5,32045
8.4,10060
8.7,13386
6.4,230296
8.5,673887
6.2,121830
8.8,15002
6.4,70075
8.9,17246
6.3,16317
9.0,19889
5.2,52965
8.6,17067
7.1,33754
7.1,19673
7.5,51640
7.3,10265
7.0,11959
7.4,13647
4.8,54922
6.4,12118
7.4,58883
6.1,10749
6.3,12510
5.9,122993
6.2,97936
6.7,36469
7.7,233828
6.0,133626
5.3,142821
7.1,119122
5.0,29491
4.4,27870
6.4,36907
6.8,244139
5.3,13026
7.0,26465
6.1,57214
7.9,485909
5.6,29064
7.3,10322
7.3,16794
6.7,20739
6.1,35561
5.2,214445
7.2,17866
6.5,115639
5.3,15186
6.9,238837
6.3,46777
7.8,24297
5.3,16242
6.8,144357
6.4,50800
8.5,51116
8.3,18004
8.2,19902
6.2,105510
6.1,33793
8.6,13797
5.2,24551
8.7,90126
7.2,20747
5.3,11583
6.5,57219
8.1,757149
6.4,64589
6.2,15731
7.2,72980
6.5,10179
6.4,15531
7.5,42034
6.2,50916
5.7,53116
7.7,348760
4.9,36399
6.7,194098
5.4,33373
7.3,22547
6.4,72655
6.8,110217
6.6,16627
6.9,30723
7.6,252359
5.1,12182
7.6,162339
7.7,17371
6.3,37775
6.1,43154
5.9,53326
8.1,898706
8.1,942338
6.6,190828
7.1,138866
6.2,10793
6.4,12567
6.7,56999
5.9,86583
5.8,34229
5.0,91561
7.7,168922
7.5,417582
6.0,29023
6.0,115022
8.2,798056
6.9,50612
6.1,23600
6.1,41850
6.7,12532
8.0,30162
7.0,80527
1.9,29310
4.7,27367
6.6,59048
6.4,13798
5.4,20806
5.4,50985
8.6,10000
5.6,45474
5.9,15647
7.0,67243
7.4,170031
7.1,37360
7.3,137998
7.9,15925
6.6,16499
6.3,11078
5.5,18318
6.8,24281
6.2,45605
7.3,12907
6.2,140956
7.3,31340
5.0,10566
7.5,119347
5.5,10768
7.0,79269
3.5,37516
7.2,10506
8.5,38257
7.3,21576
6.7,11599
7.9,40497
7.7,11647
7.4,52891
7.3,18074
6.4,12094
7.2,156733
7.0,165568
6.1,20197
5.2,10071
8.0,130265
7.6,138253
5.5,125677
5.7,92898
7.1,124423
8.7,13191
6.5,24735
8.5,41825
5.9,12214
5.8,37391
6.3,51163
6.8,21361
7.2,260212
6.8,34295
8.9,13173
6.6,24868
7.2,21684
7.5,13670
8.2,14112
6.4,14773
6.4,41916
6.6,19732
5.8,32548
7.4,111693
6.1,17535
5.5,13404
5.7,20068
5.8,17241
8.5,49330
6.2,22058
5.6,14029
5.6,43640
7.6,22440
5.8,130327
6.8,52915
7.2,12966
6.2,32364
7.2,75983
5.3,14526
6.9,31293
7.0,16683
5.5,11430
6.2,27592
7.4,192050
6.7,35640
5.1,24242
7.0,44107
5.6,13655
5.0,29341
5.8,22338
6.8,35839
5.1,18410
6.6,20369
6.4,100152
7.1,28724
5.4,14152
7.9,42860
6.9,16124
4.8,12059
7.1,27771
3.8,13931
7.3,38225
5.5,58823
6.5,12582
6.2,80853
6.8,29413
5.5,17697
8.3,165659
7.6,43128
7.6,12960
6.4,32923
8.3,228110
4.9,29468
5.6,59771
5.5,86184
7.0,79919
6.4,148480
7.1,12145
6.7,324706
7.3,70853
7.8,48847
6.0,10276
8.7,67951
6.6,100964
5.6,244141
6.5,15212
5.8,56505
7.9,99775
5.1,56998
7.5,11444
5.3,200919
5.3,37347
7.8,12186
5.5,89672
7.3,10421
7.6,355022
6.4,12893
7.2,237255
7.8,18670
5.9,79686
7.6,432319
7.6,104046
6.3,243122
5.4,75443
7.9,13532
6.7,14267
7.4,493259
7.4,111343
8.5,90769
8.4,34696
9.2,12464
6.5,34167
7.9,20914
7.8,12759
3.6,14973
7.2,17943
8.1,62913
6.6,125961
7.8,14066
6.7,48254
7.7,19002
7.3,91848
7.6,17003
7.2,19453
7.3,112040
6.2,145943
6.8,275238
8.0,43314
5.8,24478
8.0,10080
6.5,25535
5.5,12478
6.9,47367
6.2,188384
3.4,19202
5.6,16130
7.4,513178
3.3,21320
6.1,103825
5.9,168801
5.8,38527
7.0,49912
9.0,31100
6.7,207814
8.0,13629
4.6,14057
5.4,47384
6.4,56080
7.6,21805
7.3,42170
7.1,306662
7.2,396724
7.1,236019
7.5,38157
6.4,15521
6.6,12685
5.5,87967
7.7,39479
6.9,16523
5.3,18658
6.8,10059
7.1,206428
2.5,45124
7.9,168906
6.2,61315
7.8,40734
6.2,96355
5.6,29020
5.6,58404
6.5,16711
7.3,39284
7.7,132024
5.6,55695
7.9,11276
7.1,22112
5.5,86546
6.1,17116
7.1,207523
6.6,31707
9.0,233102
6.3,28377
5.7,71381
5.8,32133
7.9,510010
6.5,74266
5.6,47468
5.2,16522
7.4,46257
6.2,196119
4.9,116137
5.6,33879
5.5,65456
5.5,131680
9.3,258836
7.4,11622
5.8,39917
4.9,10737
5.5,34051
