Company1,Company2,Value
15,38,0.6423629121379208
16,1,0.09819382117815079
16,2,-0.5971837328955616
16,3,0.8117989574170057
16,4,-0.6853425227498691
16,5,-0.03750717893589667
16,6,0.430004707103054
16,7,0
16,8,0.9221426129482193
16,9,0.5498168520726366
16,10,0.19220576099889208
16,11,0.18527870176085504
16,12,-0.035236288902651985
16,13,0.5633817749677091
16,14,0.1285360453346032
16,15,0.6588896831725141
16,16,1.0
16,17,0.6316619515038524
16,18,-0.7063969322080288
16,19,0.43873567417097253
16,20,0.6150504721889894
16,21,-0.543447740007682
16,22,0.5208153420808429
16,23,0.18834633155525116
16,24,0.7225947458038973
16,25,-0.029755247014410086
16,26,0.26768445677829233
16,27,0.16907886177098216
16,28,0.34254475590198546
16,29,0.03869247256149862
16,30,-0.644935936413464
16,31,0.520946084731304
16,32,-0.5952030053519085
16,33,-0.1604998402719443
16,34,-0.7139344858502118
16,35,-0.6313432818252158
16,36,0.8133788127563041
16,37,0.6318436681656006
16,38,0.6426044160206335
17,1,0.0659147452591958
17,2,-0.2585429899556155
17,3,0.27785685203378296
17,4,-0.3840802409211581
17,5,-0.03281246594618305
17,6,0.3638658249530814
17,7,0
17,8,0.3630570078715995
17,9,0.8440169213643186
17,10,0.2436716538710884
17,11,-0.2687542990427643
17,12,-0.23562887919900247
17,13,0.8873489122849038
17,14,-0.08895653432340435
17,15,0.4464046367276716
17,16,0.6316619515038524
17,17,1.0
17,18,-0.3671578762300982
17,19,0.6796651032051197
17,20,0.9667216548550494
17,21,-0.2901447552367463
17,22,0.5366731723153043
17,23,0.18052022597357756
17,24,0.37925683602885674
17,25,-0.26996807992783806
17,26,0.37134317172641534
17,27,0.2097445999192347
17,28,0.5049086557630001
17,29,0.5554430230846921
17,30,-0.3689410380768917
17,31,0.8026481470176707
17,32,-0.24843191640050596
17,33,-0.24061983173837723
17,34,-0.4263031855128362
17,35,-0.6460982453188522
17,36,0.8067255275983976
17,37,0.05576079020975153
17,38,0.8486768906397951
18,1,-0.3153447280075085
18,2,0.7988758761334581
18,3,-0.5486186239831048
18,4,0.5483176614441574
18,5,-0.018421323096678394
18,6,-0.46407298832223604
18,7,0
18,8,-0.6034430188242325
18,9,-0.37785621804803043
18,10,-0.26723988236209667
18,11,-0.22664576198009526
18,12,-0.1347185352345407
18,13,-0.22058377523448572
18,14,-0.3039032860753545
18,15,-0.6628553857765868
18,16,-0.7063969322080289
18,17,-0.3671578762300982
18,18,1.0
18,19,-0.39775546137652734
18,20,-0.3288296399967893
18,21,0.39891285174823476
18,22,-0.5324486639639165
18,23,-0.38170829663817457
18,24,-0.7830212468846268
18,25,-0.21946961313146057
18,26,-0.32924082316512565
18,27,-0.23488286741620104
18,28,-0.36977877275958315
18,29,0.06104522774414868
18,30,0.4840380996974459
18,31,-0.40397843679782824
18,32,0.49069550327289707
18,33,0.05317385258566426
18,34,0.7521455640557533
18,35,0.5006081354243882
18,36,-0.6690737908733723
18,37,-0.5349182411100736
18,38,-0.5043167016164612
19,1,-0.024249316814020094
19,2,-0.17468506433994144
19,3,0.14037008621427838
19,4,-0.2415649526026908
19,5,-0.12365774799859625
19,6,0.23815172986880162
19,7,0
19,8,0.17406932462768793
19,9,0.7643689384549791
19,10,0.2890480456951395
19,11,-0.19053541493352666
19,12,-0.24050630287200603
19,13,0.32962986882574474
19,14,-0.09946168625422011
19,15,0.17793565766178782
19,16,0.43873567417097253
19,17,0.6796651032051196
19,18,-0.39775546137652734
19,19,1.0
19,20,0.6374979853646972
19,21,-0.17985373142517846
19,22,0.2097169760072479
19,23,0.05956922032968498
19,24,0.2716543888437391
19,25,-0.08811252306322864
19,26,0.43859850486554114
19,27,0.24527665733091714
19,28,0.6421387984589324
19,29,0.3562083749090415
19,30,-0.2779153639690016
19,31,0.8677809507839507
19,32,-0.17546605624497222
19,33,-0.1831026539294303
19,34,-0.26755331097623636
19,35,-0.491665813884852
19,36,0.4389785638277253
19,37,-0.015952030873994032
19,38,0.47188772148542113
20,1,0.059248029797005
20,2,-0.2390941785909202
20,3,0.27733289238862713
20,4,-0.37805121283516224
20,5,-0.029519837152447485
20,6,0.3531657413678937
20,7,0
20,8,0.35881447606339667
20,9,0.8407878924944077
20,10,0.26525064651119135
20,11,-0.26228787285565974
20,12,-0.22712946098960235
20,13,0.8844552608472367
20,14,-0.08533892127378849
20,15,0.41566520816265706
20,16,0.6150504721889894
20,17,0.9667216548550494
20,18,-0.3288296399967893
20,19,0.637497985364697
20,20,1.0
20,21,-0.26643098323419606
20,22,0.5048035969151512
20,23,0.18420953376204083
20,24,0.35933014362992627
20,25,-0.27818879703560423
20,26,0.3783456591755978
20,27,0.22830948337621787
20,28,0.4872797039121219
20,29,0.5634028852285249
20,30,-0.35938650758265384
20,31,0.7836885346028767
20,32,-0.22281805742814315
20,33,-0.234465912285089
20,34,-0.4121503066332607
20,35,-0.6334784433567386
20,36,0.7891983495894148
20,37,0.04809563477974645
20,38,0.8231656650951638
21,1,0.5345510672134893
21,2,0.13551680479235506
21,3,-0.36398551433174586
21,4,0.6613357389397199
21,5,0.3784377876270497
21,6,-0.11423350128595054
21,7,0
21,8,-0.4836697012007524
21,9,-0.2078182787998057
21,10,-0.041700477631153365
21,11,0.20613135357698936
21,12,0.5453795018762336
21,13,-0.28147895964673575
21,14,0.2890798379734865
21,15,-0.5403395228382443
21,16,-0.5434477400076821
21,17,-0.2901447552367464
21,18,0.39891285174823476
21,19,-0.17985373142517846
21,20,-0.2664309832341961
21,21,1.0
21,22,-0.4723346256265973
21,23,0.21047167036797015
21,24,-0.26206239012575
21,25,0.18425802252659512
21,26,-0.04557272424992971
21,27,-0.039508879099136314
21,28,-0.09681032843815858
21,29,0.16233220444407487
21,30,0.6183147851029307
21,31,-0.20844764683806338
21,32,0.7328893414972472
21,33,0.371005404320436
21,34,0.14456341084112978
21,35,0.4991838319881338
21,36,-0.30576615226002807
21,37,-0.4851343919479771
21,38,-0.4242821012390661
22,1,0.20135948721093555
22,2,-0.36865729606527153
22,3,0.3013598335426543
22,4,-0.3530427496197925
22,5,0.10857335225219923
22,6,0.3763575720786117
22,7,0
22,8,0.37227228978789395
22,9,0.34727739425232956
22,10,0.0841100616757035
22,11,-0.18708831739904855
22,12,-0.09939712765714019
22,13,0.5747298014015113
22,14,-0.06271075434151774
22,15,0.7333723242984386
22,16,0.5208153420808429
22,17,0.5366731723153042
22,18,-0.5324486639639165
22,19,0.2097169760072479
22,20,0.5048035969151512
22,21,-0.47233462562659734
22,22,1.0
22,23,0.15113454945029545
22,24,0.3894060793458495
22,25,-0.1717240108560005
22,26,0.11796633760461213
22,27,0.07190224196223274
22,28,0.15733425121870545
22,29,0.2717782541206473
22,30,-0.2736611656852042
22,31,0.29613160977291725
22,32,-0.37113402824769337
22,33,-0.20523876978897404
22,34,-0.4360365471606026
22,35,-0.46955253875697456
22,36,0.7248517814819598
22,37,0.2369982161441505
22,38,0.8190009721390371
23,1,0.49975297646731515
23,2,-0.6831040385564267
23,3,0.3132227714426106
23,4,-0.3547432051354283
23,5,-0.13397106087911576
23,6,0.2964071264031297
23,7,0
23,8,0.17948806098219036
23,9,0.16012505669581498
23,10,0.03870051823865868
23,11,0.4522280690571191
23,12,0.6233391938601022
23,13,0.2050075361594195
23,14,0.8599189103535457
23,15,0.0995345086080504
23,16,0.18834633155525113
23,17,0.18052022597357759
23,18,-0.38170829663817457
23,19,0.05956922032968498
23,20,0.18420953376204083
23,21,0.21047167036797018
23,22,0.15113454945029547
23,23,1.0
23,24,0.5288725735883073
23,25,0.2646096910838472
23,26,0.04914417803010148
23,27,0.03511483304908457
23,28,0.04297541193295306
23,29,-0.24423470845213133
23,30,-0.38543553611269493
23,31,0.12449575431391621
23,32,-0.2615104135193112
23,33,0.46463267769187117
23,34,-0.6572095938902446
23,35,-0.28761808144838336
23,36,0.3884209013169344
23,37,0.029140983098690763
23,38,0.18606282401038932
24,1,0.36590443114703264
24,2,-0.8321709276892323
24,3,0.7122035283941422
24,4,-0.6747460168095525
24,5,-0.07054957714343132
24,6,0.43187676118535434
24,7,0
24,8,0.7096684119885106
24,9,0.313235530136674
24,10,0.10686541738573718
24,11,0.41084980139444116
24,12,0.22930112441917624
24,13,0.3270594720877096
24,14,0.4821385232150578
24,15,0.49205845100057943
24,16,0.7225947458038974
24,17,0.37925683602885674
24,18,-0.7830212468846268
24,19,0.2716543888437391
24,20,0.35933014362992627
24,21,-0.26206239012574994
24,22,0.3894060793458494
24,23,0.5288725735883072
24,24,0.9999999999999998
24,25,0.18850780657885796
24,26,0.16296384755236956
24,27,0.08947452568566107
24,28,0.20839891920444809
24,29,-0.1847385353068881
24,30,-0.626690079804267
24,31,0.3086133578255233
24,32,-0.565378118754947
24,33,0.07275061006547193
24,34,-0.8119082287718229
24,35,-0.5158912228689794
24,36,0.663392638660633
24,37,0.4956556761689745
24,38,0.4212950946096336
25,1,0.332186472789079
25,2,-0.3836466975029495
25,3,-0.056205111550911326
25,4,0.011781802170926302
25,5,-0.11252455768048404
25,6,0.5177516924013538
25,7,0
25,8,0.05455672959336788
25,9,-0.20633726384303516
25,10,0.0024872447765850914
25,11,0.6254730693896868
25,12,0.38940844668720054
25,13,-0.3166371563758779
25,14,0.39390002120996387
25,15,-0.06991211577110454
25,16,-0.029755247014410086
25,17,-0.26996807992783806
25,18,-0.21946961313146057
25,19,-0.08811252306322864
25,20,-0.27818879703560423
25,21,0.18425802252659512
25,22,-0.1717240108560005
25,23,0.2646096910838472
25,24,0.18850780657885796
25,25,1.0
25,26,-0.006244987063665285
25,27,0.008705120041816516
25,28,-0.0290473937510904
25,29,-0.4091385146776797
25,30,-0.007543726008615534
25,31,-0.1583152522984016
25,32,0.1469964602144198
25,33,0.5398589420042443
25,34,-0.35638943028674214
25,35,0.16053487698926755
25,36,-0.05555701852827392
25,37,0.1300651251702275
25,38,-0.2473722548020225
26,1,-0.1109251414766576
26,2,-0.18126576422407484
26,3,0.08795722666491075
26,4,-0.17945533272556985
26,5,-0.05846796374694922
26,6,0.04979299505076591
26,7,0
26,8,0.09880329999855814
26,9,0.4359247950310803
26,10,0.7010801897110862
26,11,-0.14400924630074025
26,12,-0.11464793272835527
26,13,0.11592095223640761
26,14,-0.07409166354325755
26,15,0.0923943350139704
26,16,0.26768445677829233
26,17,0.3713431717264153
26,18,-0.32924082316512565
26,19,0.4385985048655411
26,20,0.3783456591755978
26,21,-0.04557272424992971
26,22,0.11796633760461211
26,23,0.04914417803010148
26,24,0.16296384755236956
26,25,-0.006244987063665285
26,26,0.9999999999999999
26,27,0.6034415298267128
26,28,0.7679249940268574
26,29,0.3228638562598911
26,30,-0.04981219703366417
26,31,0.4022142683715399
26,32,-0.0013131159849217727
26,33,-0.13254178453008775
26,34,-0.16091379363021135
26,35,-0.27515118814782047
26,36,0.25607003940679024
26,37,-0.03396858332793536
26,38,0.33702179389519454
27,1,-0.057878575104299855
27,2,-0.12476957161506394
27,3,0.04345002361022867
27,4,-0.10935293413965906
27,5,-0.03573833194584896
27,6,0.017588102347661897
27,7,0
27,8,0.0574529867286739
27,9,0.26125012881255477
27,10,0.8555606704382801
27,11,-0.08314391427505927
27,12,-0.050262716471786525
27,13,0.07566413955258418
27,14,-0.04405755080359983
27,15,0.04382483492242121
27,16,0.16907886177098216
27,17,0.2097445999192347
27,18,-0.23488286741620104
27,19,0.24527665733091714
27,20,0.22830948337621787
27,21,-0.03950887909913631
27,22,0.07190224196223274
27,23,0.03511483304908457
27,24,0.08947452568566107
27,25,0.008705120041816516
27,26,0.603441529826713
27,27,0.9999999999999998
27,28,0.45052676321486707
27,29,0.20615878863441384
27,30,0.006120760680865385
27,31,0.20982168320982536
27,32,0.02075396335561791
27,33,-0.07901010129637655
27,34,-0.09824033422737848
27,35,-0.15852203863056988
27,36,0.150522761144438
27,37,-0.019784996138380043
27,38,0.2251909782617473
28,1,-0.13603808886566862
28,2,-0.19394026476444423
28,3,0.1135495647025202
28,4,-0.20757356748771397
28,5,-0.08260029056492854
28,6,0.10908771128740302
28,7,0
28,8,0.11699776150651486
28,9,0.5630033670965625
28,10,0.5237087130166083
28,11,-0.17375844596498152
28,12,-0.1578639554390509
28,13,0.1695433354040454
28,14,-0.08819256180464069
28,15,0.12212925463469321
28,16,0.3425447559019854
28,17,0.5049086557630001
28,18,-0.3697787727595832
28,19,0.6421387984589324
28,20,0.48727970391212183
28,21,-0.09681032843815858
28,22,0.15733425121870542
28,23,0.04297541193295306
28,24,0.2083989192044481
28,25,-0.029047393751090396
28,26,0.7679249940268574
28,27,0.4505267632148671
28,28,1.0
28,29,0.35578380112064156
28,30,-0.14801639788331009
28,31,0.5983679838926346
28,32,-0.06720656834607647
28,33,-0.1620171702871498
28,34,-0.20718626900760798
28,35,-0.38646691105374875
28,36,0.33404052665790235
28,37,-0.03882937780514834
28,38,0.38311863327454426
29,1,0.17713026399652723
29,2,0.3208775766099089
29,3,-0.2629759397361959
29,4,0.41899935976588715
29,5,0.5383571399516562
29,6,-0.019966676854763186
29,7,0
29,8,-0.20226975979514678
29,9,0.4695896987643386
29,10,0.25038416573156336
29,11,-0.6292669955970414
29,12,-0.24456600714583734
29,13,0.49072614535059866
29,14,-0.4913330871973561
29,15,0.1969458244252296
29,16,0.03869247256149862
29,17,0.5554430230846921
29,18,0.06104522774414868
29,19,0.3562083749090415
29,20,0.5634028852285249
29,21,0.16233220444407487
